IPs,againsts,buildLevels,commentIds,contents,createTimes,favCounts,isDels,is_anonymous,shareCounts,siteNames,sources,user_IDs,user_locations,votes
220.163.*.*,0,1,330687319,哪里有那么多的诗和远方,2018-11-18 05:21:09,0,False,True,0,网易,ph,0,云南省昆明,1
180.115.*.*,0,5,330688129,是啊，青春无敌，12年10月下旬去武当山旅游，同一出租车有一大学生背一个帐篷说要在山露营，司机说，你找死啊，晚上山上只有三四度。估计电视台天气预报看迷糊了。,2018-11-18 05:20:30,0,False,True,0,网易,ph,0,江苏省常州,1
112.65.*.*,0,3,330685593,对于猊们这种思想必须得保持，无论什么年代！,2018-11-18 05:19:42,0,False,True,0,网易,ph,0,上海市浦东新区,0
114.241.*.*,0,1,330686668,凶手是谁？,2018-11-18 05:16:19,0,False,True,0,网易,ph,0,北京市,0
120.204.*.*,0,1,330685520,该犯己抓，判死刑，剥夺政治权力终生没收其一切财产，其犯人人体器官能用尽用，送医作教学用，无需枪决。,2018-11-18 05:15:07,0,False,False,0,网易,ph,112364905,上海市徐汇区,1
14.120.*.*,0,1,330687114,我还待在这个狗屁国家干嘛，可惜学的是这个狗屁汉语，在有学习外语出去的冲动难啊。,2018-11-18 05:10:50,0,False,False,0,网易,ph,127677377,广东省东莞,0
27.187.*.*,0,2,330683869,不流动，本地公安局不乐意,2018-11-18 04:54:48,0,False,False,0,网易,ph,193076,河北省保定,0
223.104.*.*,0,3,330684966,先别胡说八道。事情起因公布了外评价不迟。,2018-11-18 05:09:51,0,False,False,0,网易,3g,180286,广东省,0
223.72.*.*,0,1,330687064,咋一个人出门旅游玩了？,2018-11-18 05:08:02,0,False,False,0,网易,ph,51670152,北京市,1
117.136.*.*,0,2,330683891,我认为应该对广西人实行株连制度，广西人杀一人就让一千个广西人给死者陪葬！,2018-11-18 04:56:02,0,False,False,0,网易,3g,261419818,云南省,4
117.136.*.*,0,3,330686508,我估计这样的制度真推出的话有百分之八十以上的人会举手支持！,2018-11-18 05:07:10,0,False,False,0,网易,3g,261419818,云南省,2
111.37.*.*,0,1,330684913,为什么？可能去了不该去的地方,2018-11-18 05:06:12,0,False,False,0,网易,ph,89671503,山东省济宁,0
183.154.*.*,0,1,330685352,谁之过？？？,2018-11-18 05:03:07,0,False,True,0,网易,ph,0,浙江省金华,1
60.20.*.*,0,1,330684849,畜生，抢劫或者强奸了给人留条命，至少被抓了也不会死刑，,2018-11-18 05:01:53,0,False,False,0,网易,ph,264088786,辽宁省大连市,0
180.97.*.*,0,2,330686391,男生出门要多加小心，枪毙艳#太多。,2018-11-18 04:59:19,0,False,False,0,网易,ph,87249504,江苏省扬州,0
219.147.*.*,0,1,330683938,杀了这个狗揍！,2018-11-18 04:59:10,0,False,False,0,网易,ph,121323594,黑龙江省哈尔滨,0
219.147.*.*,0,3,330683830,人与人价值是不一样的，垃圾人只能为害他人，对违法犯罪仁慈就是对其他人的残忍。,2018-11-18 04:52:27,0,False,False,0,网易,ph,263295126,黑龙江省哈尔滨市,0
223.104.*.*,0,4,330686378,这次我顶2楼，1楼滚尼玛一边去[喷水],2018-11-18 04:58:52,0,False,False,0,网易,ph,260775518,海南省海口市,1
117.136.*.*,0,1,330684798,广西的老表[喷水],2018-11-18 04:58:52,0,False,False,0,网易,ph,87476591,广东省惠州,0
117.136.*.*,0,8,330684743,说别人脑残之前你没有默默地看一下自己的手机么？一个跑步机就能解决的问题为什么非得拿自己的命去赌别人不犯错？,2018-11-18 04:56:08,0,False,False,0,网易,ph,118652961,上海市浦东新区,0
60.182.*.*,0,7,330686243,脑残，没见过当年一样轰动杭城的事体，在这阴阳怪气。,2018-11-18 04:50:45,0,False,False,0,网易,ph,104842898,浙江省金华,0
117.136.*.*,0,6,330684602,从二楼那词不达意的文字组织表达能力和其错乱混乱的逻辑上看它应该是个装笔流浪在京的广西人。,2018-11-18 04:48:53,0,False,False,0,网易,3g,261419818,云南省,6
180.97.*.*,0,7,330684742,这次支持二楼,2018-11-18 04:56:02,0,False,False,0,网易,ph,84742431,江苏省南京市,1
139.214.*.*,0,1,330684728,果然不是自然死亡。<br>一般在陡峭悬崖底部发现尸体的，都是他杀然后抛尸。,2018-11-18 04:54:58,0,False,False,0,网易,ph,174717,吉林省长春市,0
180.97.*.*,0,2,330685225,上行下效，自己屁股不干净，还好意思说管理别人？再说了，就是有太多象楼猪这样的猪，社会才一团糟,2018-11-18 04:52:52,0,False,False,0,网易,ph,84742431,江苏省南京市,0
111.199.*.*,0,2,330684581,你身边的人，杀死你。,2018-11-18 04:48:04,0,False,True,0,网易,ph,0,北京市昌平区,1
180.97.*.*,0,1,330683745,直接凌迟吧，另外，快到年底了，北京也应该管管那些外地人了,2018-11-18 04:46:56,0,False,False,0,网易,ph,3714600,江苏省扬州,3
117.136.*.*,0,3,330684658,我身边就睡着个又蠢又凶的广西人，听了你这句话我有想先下手的意思。。。,2018-11-18 04:51:41,0,False,False,0,网易,3g,261419818,云南省,0
42.236.*.*,0,2,330681938,跟贴被火星网友带走啦~,2018-11-18 04:33:15,0,True,False,0,网易,ph,108996877,河南省郑州,0
58.34.*.*,0,3,330686262,如果你漂亮，的确是很危险的。如果你丑，估计能吓退百万雄师[大笑],2018-11-18 04:51:33,0,False,False,0,网易,ph,53158223,上海市,0
223.104.*.*,0,1,330684636,女孩子可怜了，那人渣应该马上死刑,2018-11-18 04:50:37,0,False,False,0,网易,ph,265469555,广西壮族自治区,0
117.82.*.*,0,3,330685187,请用你的弱智对比一下法律上的剥夺政治权利终身,2018-11-18 04:48:58,0,False,True,0,网易,ph,0,江苏省苏州,2
117.136.*.*,0,1,330684596,前天五个，昨天一个，又多了六个光棍，哎！,2018-11-18 04:48:31,0,False,False,0,网易,ph,261667902,北京市海淀区,0
219.147.*.*,0,1,330684587,当代社会垃圾人太多了，好人难活啊。,2018-11-18 04:48:20,0,False,False,0,网易,ph,263295126,黑龙江省哈尔滨市,1
175.167.*.*,0,1,330684586,辣手摧花耶✌,2018-11-18 04:48:19,0,False,False,0,网易,ph,127972276,辽宁省,0
223.104.*.*,0,1,330683346,广西全州这下子出名了，那里比较野蛮。那个鬼地方，收购桔子去了一次就是怕了，不交保护费你就别想走了。,2018-11-18 04:18:22,0,False,False,0,网易,3g,118828680,广东省,2
182.119.*.*,0,2,330682887,洪秀全？,2018-11-18 04:27:22,0,False,False,0,网易,ph,564603,河南省郑州市,1
117.136.*.*,0,3,330684549,去广西河池压死一只鸡老表开口要八千，最后广西老表还不错，在我几个好话说尽讨价还价后老乡给打了个折扣，三千块。。,2018-11-18 04:46:12,0,False,False,0,网易,3g,261419818,云南省,0
117.136.*.*,0,3,330686146,一人不进庙，二人不看井，三人不抱树，这里这个抱字是扛的意思。这是古话，你可以搜搜啥意思。,2018-11-18 04:45:36,0,False,False,0,网易,3g,261419818,云南省,0
223.67.*.*,0,1,330683271,一个人到底跑深山老林干嘛呢，自从中国人有点钱了，一个人去爬山，锻炼，公园也种了许多绿色植物，反而不安全了。一个人别去公园，爬山，夜跑，这不是流行是危险,2018-11-18 04:13:52,0,False,False,0,网易,3g,401518,江苏省淮安,5
111.199.*.*,0,2,330686079,一个人，最安全。两个人，可能相害相杀。,2018-11-18 04:41:49,0,False,True,0,网易,ph,0,北京市昌平区,0
220.202.*.*,0,6,330685125,谁说有钱嫖不到？只要你有钱，名媛网红明星主持人随你嫖。[挨揍],2018-11-18 04:43:53,0,False,False,0,网易,ph,104600322,湖南省长沙市,1
27.38.*.*,0,5,330684162,现在嫖娼多不雅，关键是有钱都嫖不到啦,2018-11-18 04:19:44,0,False,False,0,网易,ph,261218961,广东省深圳市,1
112.65.*.*,0,1,330685124,能不能再一次扯上滴滴，哪怕人家曾经坐过。,2018-11-18 04:43:53,0,False,True,0,网易,ph,0,江苏省扬州市,0
61.148.*.*,0,1,330685117,法国红酒回合肥飞鸿花海,2018-11-18 04:43:15,0,False,False,0,网易,ph,123943836,北京市东城区,0
117.82.*.*,0,3,330685116,放你的狗屁！<br>千万别反驳，我和你的人格平等,2018-11-18 04:43:06,0,False,True,0,网易,ph,0,江苏省苏州市,0
115.206.*.*,0,1,330684486,这个广西畜牲，一定要枪毙她！,2018-11-18 04:42:41,0,False,False,0,网易,3g,658357,浙江省杭州,2
211.138.*.*,0,1,330686066,浙大还钱招财猫理财还钱[暴怒],2018-11-18 04:40:12,0,False,False,0,网易,ph,13274512,浙江省宁波市,0
171.43.*.*,0,1,330686056,广西的死🐒太TM暴力了,2018-11-18 04:39:48,0,False,False,0,网易,ph,1397880,湖北省武汉,2
117.136.*.*,0,3,330683667,去广西河池压死一只鸡老表开口要八千，最后广西老表还不错，在我几个好话说尽讨价还价后老乡给打了个折扣，三千块。。,2018-11-18 04:39:13,0,False,False,0,网易,3g,261419818,云南省,0
61.149.*.*,0,1,330684435,又遇害了,2018-11-18 04:39:02,0,False,True,0,网易,ph,0,北京市,1
114.100.*.*,0,1,330683656,不敢相信，也不想接受这样残酷的现实,2018-11-18 04:38:16,0,False,False,0,网易,ph,41426502,安徽省合肥市,1
117.139.*.*,0,1,330682998,这才是真相!可恶____杀!,2018-11-18 04:34:42,0,False,True,0,网易,ph,0,四川省成都,0
120.239.*.*,0,5,330681937,他都随便杀人，不是人渣是什么！这种人就是社会败类,2018-11-18 04:33:07,0,False,False,0,网易,3g,266479789,广东省湛江,0
114.252.*.*,1,4,330684239,人格？我村规一下。那就是人的尊严。我这写的确实不严谨。,2018-11-18 04:25:13,0,False,False,0,网易,ph,102937265,北京市海淀区,3
223.104.*.*,0,5,330681932,这世上最大的笑话就是杀人偿命！！！,2018-11-18 04:32:57,0,False,False,0,网易,ph,261280981,江苏省无锡市,0
114.252.*.*,0,4,330684209,或许或许不是。对社会的贡献高。不代表，这就能践踏人格。杀人偿命没啥好说的。而践踏人格，背后引发的事情非常可怕！渣子和精英永远是相对而言的，,2018-11-18 04:22:53,0,False,False,0,网易,ph,102937265,北京市海淀区,4
61.170.*.*,0,1,330684352,要学会自己保护自己,2018-11-18 04:32:32,0,False,True,0,网易,ph,0,上海市普陀区,0
223.104.*.*,0,1,330684350,可怜的孩子，望天堂没有谋杀，一路走好！,2018-11-18 04:32:30,0,False,False,0,网易,ph,104260211,广东省深圳市,1
113.77.*.*,0,1,330681913,谋杀唉,2018-11-18 04:31:46,0,False,False,0,网易,ph,102165643,广东省东莞市,0
115.217.*.*,0,3,330683480,杀人犯还想讲平等？,2018-11-18 04:26:05,0,False,True,0,网易,ph,0,浙江省宁波市,13
111.34.*.*,0,4,330681912,二楼就一坨渣，一楼没说错。,2018-11-18 04:31:43,0,False,False,0,网易,ph,262053703,山东省济南市,1
111.222.*.*,0,1,330683412,唉，是遇害，难过,2018-11-18 04:22:12,0,False,True,0,网易,ph,0,广东省深圳市,1
126.33.*.*,0,1,330684200,红灯区的建设迫在眉睫,2018-11-18 04:22:11,0,False,False,0,网易,ph,95081361,日本,9
27.38.*.*,0,3,330682817,关键是有钱都嫖不到，除非钱多,2018-11-18 04:21:46,0,False,False,0,网易,ph,261218961,广东省深圳市,0
117.94.*.*,0,2,330683288,多扫黄死的人更多,2018-11-18 04:15:00,0,False,False,0,网易,ph,123996262,江苏省泰州,0
27.38.*.*,0,1,330682538,希望国家多扫扫黄，让强奸无处遁身,2018-11-18 04:03:42,0,False,False,0,网易,ph,261218961,广东省深圳市,0
14.30.*.*,0,1,330682770,自从东莞严打以后，强奸杀人案貌似多了,2018-11-18 04:19:35,0,False,True,0,网易,ph,0,广东省深圳市,0
39.85.*.*,0,1,330684128,千刀万剐的色狼,2018-11-18 04:17:50,0,False,False,0,网易,ph,93548585,山东省泰安市,1
223.104.*.*,0,1,330683297,这就是把黄赶尽杀绝的后果，扫了以后这几年，强奸的案子只有升没有降，为什么就不能每个市小范围合法化？这个问题根本就可以去讨论了<br>这不是毒，个人觉得完全可以小范围合法化,2018-11-18 04:15:37,0,False,False,0,网易,ph,128148367,广东省,1
111.194.*.*,0,1,330684071,[不屑],2018-11-18 04:14:30,0,False,False,0,网易,ph,111243568,北京市,0
112.10.*.*,0,3,330682656,他说的也没错。对家庭来说，嫌疑人是散养长大的，有什么吃什么，不死就能长大。被害人是全家付出很多心血和代价精心培养的。对社会来说，即使不是这次，嫌疑人迟早会危害社会。而被害人学有所长，一定会对社会有所贡献,2018-11-18 04:12:29,0,False,True,0,网易,ph,0,浙江省杭州,21
112.10.*.*,0,4,330681716,对社会的价值大不相同,2018-11-18 04:13:29,0,False,True,0,网易,ph,0,浙江省杭州,0
153.37.*.*,0,2,330681709,这次警察厉害了，流窜作案也能破，说明他们想破就能破,2018-11-18 04:12:58,0,False,False,0,网易,ph,161382,江苏省苏州市,1
128.76.*.*,0,1,330681493,破案速度还挺快,2018-11-18 03:58:17,0,False,True,0,网易,ph,0,丹麦,2
157.61.*.*,0,1,330681691,查明真相，严惩凶手……,2018-11-18 04:11:47,0,False,False,0,网易,3g,426847,广东省惠州,0
153.37.*.*,0,3,330681690,人的确分369等，你也无法改变这个现实,2018-11-18 04:11:40,0,False,False,0,网易,ph,161382,江苏省苏州市,2
171.82.*.*,0,1,330683225,为什么广西这么多在外面杀人放火的？？？我认识广西人都还可以呀！,2018-11-18 04:11:08,0,False,False,0,网易,ph,57968628,江苏省苏州市,1
111.199.*.*,0,2,330681678,可以破案，但人死就算了。,2018-11-18 04:10:52,0,False,True,0,网易,ph,0,北京市昌平区,0
114.252.*.*,0,2,330682379,你怕是对乱世有所误解,2018-11-18 03:54:05,0,False,False,0,网易,ph,102937265,北京市海淀区,3
113.246.*.*,0,1,330680245,唉。。。可怜的孩纸，宁愿是迷路或者失足，也不愿她是被伤害而死。乱世用重典，杀人必须偿命！,2018-11-18 03:20:35,0,False,False,0,网易,ph,26966681,湖南省长沙市,0
118.181.*.*,0,3,330683162,知道精神紊乱不,2018-11-18 04:07:23,0,False,False,0,网易,ph,329011,甘肃省酒泉市,0
111.199.*.*,0,4,330684004,你自己紊乱，才知道。,2018-11-18 04:09:18,0,False,True,0,网易,ph,0,北京市昌平区,0
112.17.*.*,0,1,330681629,好可惜,2018-11-18 04:07:51,0,False,False,0,网易,ph,41879127,浙江省杭州市,0
223.72.*.*,0,1,330682560,乌烟瘴气,2018-11-18 04:05:39,0,False,False,0,网易,ph,108698728,北京市,0
106.121.*.*,0,2,330682480,然后大家一起去查拐卖妇女？,2018-11-18 03:59:50,0,False,True,0,网易,ph,0,北京市朝阳区,10
110.84.*.*,0,1,330682408,虽然对警察没有好感，这次对当事的警察们大拇指地👍,2018-11-18 03:55:44,0,False,False,0,网易,ph,90992725,福建省泉州,1
114.252.*.*,0,2,330679988,为什么高人一等的态度会习以为常呢？很是神奇哦。,2018-11-18 03:55:43,0,False,False,0,网易,ph,102937265,北京市海淀区,0
180.130.*.*,0,1,330675704,缺乏良好的教育，从而导致步入社会后的挫败感而走向极端，我想这类人不在少数！加之现在的经济形势并不好，贫富差距越来越大，还有就是男女比例失调。觉得此类的激情作案可能以后还会发生。希望女同胞们尽量避免夜晚独自出门或者远行，在遇到不可避免的危险情况时灵活多变，还有就是在危机关头不要习以为常的用高人一等的态度和歹徒交谈，保证生命安全才是重要之事！,2018-11-18 02:43:52,0,False,False,0,网易,ph,87746520,云南省,2
183.208.*.*,0,3,330679975,尤其要管好二楼这种东北的,2018-11-18 03:54:39,0,False,True,0,网易,ph,0,江苏省南京,48
223.104.*.*,0,1,330680267,女孩子👧，真的要带一些防狼的东西，喷雾器不错辣眼睛,2018-11-18 03:21:35,0,False,False,0,网易,ph,112876551,广东省东莞市,18
114.252.*.*,0,2,330679944,不给带,2018-11-18 03:52:50,0,False,False,0,网易,ph,102937265,北京市海淀区,0
139.206.*.*,0,1,330678962,坏人当道，好人遭殃,2018-11-18 03:29:25,0,False,False,0,网易,ph,93502235,四川省凉山彝族自治州,0
114.252.*.*,0,2,330680730,哪有那么分明？,2018-11-18 03:52:15,0,False,False,0,网易,ph,102937265,北京市海淀区,0
113.44.*.*,0,1,330680725,怎么回事？,2018-11-18 03:52:09,0,False,False,0,网易,ph,56231938,北京市,0
222.95.*.*,0,1,330680707,某朝治安宇宙第一呵呵呵,2018-11-18 03:51:02,0,False,False,0,网易,ph,109040914,江苏省南京,0
112.48.*.*,0,1,330680653,这景区治安太乱了。,2018-11-18 03:48:21,0,False,True,0,网易,ph,0,福建省厦门市,1
111.206.*.*,0,1,330681251,玛德,2018-11-18 03:45:57,0,False,False,0,网易,ph,80668524,北京市海淀区,0
111.18.*.*,0,1,330682214,又时广西人,2018-11-18 03:43:57,0,False,False,0,网易,3g,109465670,陕西省西安,0
61.167.*.*,0,1,330681205,好好好,2018-11-18 03:43:36,0,False,False,0,网易,ph,110946072,黑龙江省大庆市,0
27.190.*.*,0,1,330680573,马拉个币总杀人干嘛,2018-11-18 03:43:02,0,False,True,0,网易,ph,0,河北省唐山市,0
122.238.*.*,0,1,330682185,我宁愿相信她是失足掉落。真不相信，杭州西湖会有如此凶残之徒,2018-11-18 03:42:50,0,False,True,0,网易,ph,0,浙江省嘉兴市,0
120.244.*.*,0,1,330681105,有效率!,2018-11-18 03:37:38,0,False,False,0,网易,ph,43539218,北京市,0
111.199.*.*,0,2,330681078,你被杀死，就不管理了。,2018-11-18 03:35:37,0,False,True,0,网易,ph,0,北京市昌平区,0
219.133.*.*,0,9,330682033,人家重庆人才不野蛮呢，重庆人只会在公车上因为坐过站和司机文明讨论半小时，然后在长江大桥上……呵呵……,2018-11-18 03:34:42,0,False,False,0,网易,3g,796843,广东省深圳,1
113.115.*.*,0,8,330680334,你全家都很野蛮,2018-11-18 03:26:08,0,False,False,0,网易,ph,160899,广东省广州市,8
183.156.*.*,0,2,330661322,户口本的威力还不够，还要抓起来遣返一波吗,2018-11-18 01:02:51,0,False,False,0,网易,ph,127158883,浙江省杭州市,15
222.216.*.*,0,1,330678775,不是我说，全州人真的很那个的，以前我在的公司听说对方是全州人都不招,2018-11-18 03:20:11,0,False,False,0,网易,ph,22523668,广西南宁市,1
117.136.*.*,0,2,330681036,要杀人之乡博白的吗？,2018-11-18 03:33:10,0,False,False,0,网易,3g,261419818,云南省,0
183.12.*.*,0,1,330677999,南無阿彌陀佛,2018-11-18 03:32:53,0,False,False,0,网易,ph,187691,广东省深圳市,0
27.18.*.*,0,1,330680402,杭州最近事多,2018-11-18 03:32:14,0,False,False,0,网易,ph,102421372,湖北省武汉市,0
39.185.*.*,0,2,330677953,鄙视你,2018-11-18 03:30:42,0,False,False,0,网易,ph,260538261,浙江省宁波市,0
117.136.*.*,0,2,330678978,要杀人之乡博白的吗？,2018-11-18 03:30:21,0,False,False,0,网易,3g,261419818,云南省,0
222.220.*.*,0,2,330678975,关键是新闻以及周边的人一直说社会很安全很美好，对于涉世未深的人来说，很容易误导的。我经常说这个社会不像表面看上去的好，但是经常被人兑,2018-11-18 03:30:13,0,False,False,0,网易,ph,3630860,云南省西双版纳傣族自治州,1
117.136.*.*,0,3,330679591,什么意思？,2018-11-18 03:29:23,0,False,False,0,网易,3g,261419818,云南省,0
183.69.*.*,0,1,330680355,谋杀？那海航呢！,2018-11-18 03:28:02,0,False,True,0,网易,ph,0,重庆市南岸区,0
113.207.*.*,0,1,330679538,300块能解决的事，居然搭上两条人民。唉,2018-11-18 03:25:25,0,False,False,0,网易,ph,62730093,重庆市,0
113.205.*.*,0,7,330677594,两广一带的人都很野蛮。。。,2018-11-18 03:09:22,0,False,True,0,网易,ph,0,重庆市江北区,3
117.136.*.*,0,8,330677852,有能耐去申请分开啊。搞得好像我们很喜欢跟你们来往一样。,2018-11-18 03:24:41,0,False,True,0,网易,ph,0,广东省广州市,1
58.63.*.*,0,1,330680301,这通告是真的吗？怎么广西壮族自治区写成广西省？公安不应该犯如此低级的错误。,2018-11-18 03:23:44,0,False,False,0,网易,ph,181659,广东省广州市,0
113.115.*.*,0,3,330677822,事实证明，大部分案件都不是有前科的人犯的。一楼脑残货。,2018-11-18 03:22:43,0,False,False,0,网易,ph,160899,广东省广州市,8
123.116.*.*,0,1,330678803,穷乡僻壤出刁民,2018-11-18 03:21:20,0,False,False,0,网易,ph,86154577,北京市,3
113.15.*.*,0,2,330680215,好好查清楚，核实就毙了吧,2018-11-18 03:19:03,0,False,False,0,网易,ph,118457273,广西壮族自治区玉林,1
111.193.*.*,0,1,330680169,我想知道真相，请尽快公布，现在到处都是摄像头，居然有脑残做违法的事情？,2018-11-18 03:16:09,0,False,False,0,网易,ph,160504,北京市昌平区,0
112.50.*.*,0,1,330678724,可怜的孩子，可怜爸爸！可杀犯人。,2018-11-18 03:17:32,0,False,False,0,网易,ph,112267928,福建省三明市,0
223.104.*.*,0,1,330679376,身为广西人感到羞耻，,2018-11-18 03:15:31,0,False,True,0,网易,ph,0,广东省惠州市,0
125.114.*.*,0,1,330680154,越来越多了不知道这世道怎么了,2018-11-18 03:15:21,0,False,False,0,网易,ph,261239470,浙江省宁波,2
27.199.*.*,0,1,330678684,小心谨慎,2018-11-18 03:15:17,0,False,False,0,网易,ph,128142421,山东省济宁市,0
101.107.*.*,0,2,330678677,不要玩地域黑！,2018-11-18 03:14:39,0,False,False,0,网易,ph,263004512,河南省郑州市,0
171.110.*.*,0,1,330679310,不必护短，广西留守儿童真的多。,2018-11-18 03:12:30,0,False,True,0,网易,ph,0,广西壮族自治区,2
113.67.*.*,0,1,330678614,老司机深夜开起车去伯度,2018-11-18 03:10:41,0,False,False,0,网易,wb,266480515,广东省广州,0
113.67.*.*,0,1,330679269,老司机深夜开起车去佰度：,2018-11-18 03:10:28,0,False,False,0,网易,wb,266480515,广东省广州,0
182.203.*.*,0,1,330678594,广西人全部是败类,2018-11-18 03:09:17,0,False,False,0,网易,ph,122703522,辽宁省辽阳,1
113.67.*.*,0,1,330679213,老司机深夜开起车去,2018-11-18 03:07:06,0,False,False,0,网易,wb,266480515,广东省广州,1
113.67.*.*,0,1,330679211,电饭锅,2018-11-18 03:07:01,0,False,False,0,网易,wb,266480515,广东省广州,1
117.136.*.*,0,1,330677503,怎么说也比你广西人强,2018-11-18 03:04:20,0,False,False,0,网易,3g,261419818,云南省,1
117.136.*.*,0,5,330675970,我们没像你广西人一样去杀人家,2018-11-18 02:54:46,0,False,False,0,网易,3g,261419818,云南省,2
112.96.*.*,0,6,330676948,一楼真是个脑残东西，如果让我看见你这垃圾东西，一定打残你！,2018-11-18 03:04:14,0,False,False,0,网易,ph,53132168,广东省,2
223.104.*.*,0,3,330679120,我三楼变成一楼了，牛逼,2018-11-18 03:02:08,0,False,True,0,网易,ph,0,广东省深圳市,5
144.52.*.*,0,1,330679074,三千万绝不是闹玩的[挨揍],2018-11-18 02:59:48,0,False,False,0,网易,ph,50581211,山东省临沂市,1
223.102.*.*,0,1,330675141,如果杀人犯是黑龙江齐齐哈尔人，整个东北都要背锅。,2018-11-18 02:23:17,0,False,True,0,网易,ph,0,辽宁省大连,5
123.120.*.*,0,2,330678262,我想说的话。被你抢先了,2018-11-18 02:53:58,0,False,False,0,网易,ph,57467273,北京市,2
116.6.*.*,0,1,330677263,年底了，提高警惕，注意安全，生命可贵，仅有一次,2018-11-18 02:52:33,0,False,True,0,网易,ph,0,广东省广州市,1
223.104.*.*,0,1,330676658,杭州这么多足浴店打飞机的，还去祸害人家小姑娘,2018-11-18 02:51:40,0,False,False,0,网易,ph,108118321,浙江省,2
180.130.*.*,0,2,330676593,朋友，就目前来看就是现在所谓的户籍制度把一大部分外来人口边缘化的。按你的想法难不成把有前科的人弄个集中营全不圈起来？？？,2018-11-18 02:49:11,0,False,False,0,网易,ph,87746520,云南省,2
221.192.*.*,0,1,330676572,畸形的社会,2018-11-18 02:48:23,0,False,False,0,网易,ph,58269601,河北省邯郸市,0
220.249.*.*,0,1,330676508,现在这个社会出了问题，谁的问题呢？夜跑也没女生敢了，6点天没亮也不敢跑。天亮了，上班了。哎,2018-11-18 02:45:52,0,False,True,0,网易,ph,0,福建省,0
91.74.*.*,0,1,330674910,很多年前一个人去西湖逛，叫了一部的士打算去雷峰塔，上车后司机说那个地方在装修，没什么好看的，推荐一个地方，那里有好玩的，我说不想去。司机说了好几次，我都没打算去，然后他就叫我下车，说你再找个车吧。[喷水]幸好没遇上坏人，那里一路上都是树，我一个人走了很久才找到西湖门口，坐的士回酒店。[暴怒],2018-11-18 02:42:32,0,False,True,0,网易,ph,0,阿联酋,0
115.193.*.*,0,1,330674810,动机呢,2018-11-18 02:39:13,0,False,False,0,网易,ph,192214,浙江省杭州市,1
39.181.*.*,0,5,330674786,每次浙江的大事件 罪犯都是那几个省的人,2018-11-18 02:38:17,0,False,True,0,网易,ph,0,浙江省台州市,1
37.170.*.*,0,4,330672912,哈哈哈,2018-11-18 02:25:31,0,False,False,0,网易,ph,11903343,法国,0
114.244.*.*,0,1,330676236,这就是中国男多女少，又严厉扫黄的结果,2018-11-18 02:37:21,0,False,True,0,网易,ph,0,北京市朝阳区,2
39.188.*.*,0,1,330674725,造孽,2018-11-18 02:36:07,0,False,False,0,网易,ph,94627410,浙江省宁波,0
223.104.*.*,0,1,330673822,不说现在，就九十年代都有很多打工妹，被港商祸害，被广西渣男活该，我有一些姑姑辈的人，有不少这种现象，,2018-11-18 02:27:36,0,False,True,0,网易,ph,0,广东省深圳市,6
188.174.*.*,0,1,330673816,卧槽！[喷水][喷水],2018-11-18 02:27:17,0,False,True,0,网易,ph,0,德国,1
213.205.*.*,0,1,330673809,哈哈,2018-11-18 02:27:07,0,False,False,0,网易,ph,260154521,英国,0
122.193.*.*,0,1,330674490,广西人渣这么多,2018-11-18 02:26:19,0,False,False,0,网易,3g,202658,江苏省无锡,7
27.18.*.*,0,1,330675211,一定要严惩犯罪凶手！,2018-11-18 02:25:47,0,False,False,0,网易,ph,623820,湖北省武汉,1
60.165.*.*,0,1,330674475,妈皮的渣渣，强奸就强奸，杀人干嘛,2018-11-18 02:25:43,0,False,True,0,网易,ph,0,甘肃省兰州,10
223.73.*.*,0,1,330674364,西南很多地区的留守儿童上初中以后就不想再读书了，混到初中毕业后就去广东的花花世界边玩边打工赚钱，实际的结局是在工厂染上职业病，或者因为工伤断手瞎眼的每年不计其数，最终拿着老板赔的一点点钱回到老家等死，这个人数多到惊人。另一条路就不用说了。,2018-11-18 02:21:39,1,False,True,0,网易,ph,0,广东省广州,11
27.18.*.*,0,2,330673752,女的卖淫，男的当混混搞黄赌毒捞偏门。,2018-11-18 02:24:53,0,False,False,0,网易,ph,623820,湖北省武汉,4
58.209.*.*,0,1,330672865,年青力壮的外来“单身汉”，他们的性需求，怎么来解决？？？,2018-11-18 02:24:20,0,False,False,0,网易,ph,264011796,江苏省苏州市,1
120.231.*.*,0,1,330675166,先看看嫌疑人是干什么的？如果是网约车司机又可以找滴滴来背锅！,2018-11-18 02:24:05,0,False,False,0,网易,ph,109514013,广东省江门市,1
106.118.*.*,0,1,330674389,社会太乱，什么人都有，女孩子要学会自己保护自己,2018-11-18 02:22:38,0,False,False,0,网易,ph,259507574,河北省张家口市,2
223.102.*.*,0,1,330672801,如若有心，统计一下今年的杀人新闻，广西独占鳌头。,2018-11-18 02:21:56,0,False,True,0,网易,ph,0,辽宁省大连,13
113.106.*.*,0,1,330674321,我们珠三角一带，广西阿姨做保姆或者钟点工的比较多，工作态度还可以吧。他们的孩子也来珠三角工作，部分年轻人吃不得苦，三天打鱼两天晒网的，经常换工作，有时一年半载的窝在家里看电视打游戏呢……,2018-11-18 02:20:32,0,False,False,0,网易,ph,102436466,广东省中山,1
117.136.*.*,0,1,330673591,感觉要加强对外来人口的限制，我们这边外来人口太多了,2018-11-18 02:19:38,0,False,False,0,网易,ph,41440377,福建省泉州市,1
