IPs,againsts,buildLevels,commentIds,contents,createTimes,favCounts,isDels,is_anonymous,shareCounts,siteNames,sources,user_IDs,user_locations,votes
117.136.*.*,0,6,331532417,劫匪说：没事，俺也有,2018-11-19 10:15:38,0,False,True,0,网易,ph,0,安徽省,0
113.102.*.*,1,2,330898778,有些个妇人，以为自个本事大，有魄力，动不动还瞧不起男人，不听劝告，自以为是，自以为有个性，有思想，经常更行夜走，只身游山走穴，访友会朋，出事迟早的事。养了这种不听劝的女儿还真是浪费粮食。这类还真不值得同情。,2018-11-18 12:17:22,0,False,False,0,网易,wb,989789,广东省深圳,20
116.5.*.*,0,1,331615846,广西人[喷水],2018-11-19 12:19:03,0,False,False,0,网易,ph,107368171,广东省佛山市,1
222.74.*.*,1,1,330656583,现在每个公园，景区，长期都有那些跑路的，离家出走的流浪汉，我一大男人经常跑步都能感受到那鬼鬼祟祟的黑影，单身女人千万不要在那些地方随便流连，很多犯罪都是随机的，这些命案更加可怕,2018-11-18 00:48:04,12,False,False,0,网易,ph,125943715,广东省清远市,4417
27.38.*.*,0,7,331810882,你是萨比[大笑][大笑][大笑],2018-11-19 16:53:28,0,False,False,0,网易,ph,504719,广东省深圳市,0
122.237.*.*,0,6,330829609,萨比的是你,2018-11-18 10:36:41,0,False,False,0,网易,ph,17451673,浙江省绍兴,1
117.161.*.*,0,5,333625983,你说全世界最安全的国家是哪？中国多大多少人？美国，俄罗斯，多少人？犯罪率多少？,2018-11-21 21:40:19,0,False,True,0,网易,ph,0,辽宁省沈阳市,0
14.24.*.*,0,1,330799108,说好的国内安全呢，这大嘴巴子抽的舒服不,2018-11-18 09:45:35,0,False,False,0,网易,ph,9248336,广东省广州市,2
112.10.*.*,0,7,331616219,你胡搅蛮缠的毫无逻辑，事实是嫌犯无缘无故杀害学成回国的女留学生，你自己说他够不够野蛮？你还拿什么遮羞布给他遮挡？拿人格挡得住这种野蛮行为？事实是他自己在践踏自己的人格！他和你一样的思维方式，在做这种野蛮的杀人行为时，把基本人格丢弃到一边践踏。罪行被发现被抓获了，跑出来扯人格。你是不是还要说不该剥夺杀人犯的自由权生命权政治权？,2018-11-19 12:19:24,0,False,True,0,网易,ph,0,浙江省杭州,0
60.178.*.*,3,2,330659977,18岁时独自逛过西湖灵隐那边景区，然后迷路了，晚上七八点才摸回家，还是上了一辆载有好几个男人的出租车😓回到家时外公听我说完还说我遇事冷静，其实是没遇到坏人[不屑],2018-11-18 01:04:01,1,False,True,0,网易,ph,0,浙江省宁波,1035
171.44.*.*,0,1,332001728,冤、、、彻查、严惩、、、,2018-11-19 20:47:07,0,False,False,0,网易,wb,4213156,湖北省十堰,0
114.252.*.*,1,2,330680892,该说弱智吗？人格平等！按你这破逻辑，人还分369了？滚回你的封建王朝好么？杀人自有杀人的处罚，但人格平等。,2018-11-18 04:01:20,0,False,False,0,网易,ph,102937265,北京市海淀区,28
221.2.*.*,0,1,333307295,嫌疑人已被抓,2018-11-21 14:39:24,0,False,False,0,网易,wb,117091331,山东省临沂,0
112.65.*.*,0,12,330853766,二瘘你是不是智障，你自己说的人格 就是 尊严，人格和尊严是一回事吗？语言组织差的一塌糊涂，再看看你四瘘，第一句 或许或许不是[大笑] 什么鬼？逗号句号乱七八糟用，再配个垃圾佛教徒名字，你真是24k纯沙币,2018-11-18 11:13:16,0,False,True,0,网易,ph,0,上海市浦东新区,4
223.72.*.*,0,1,330672476,一个渣子害死一个精心培养的精英人才，该凌迟！,2018-11-18 02:12:47,0,False,False,0,网易,ph,122845690,北京市,68
180.97.*.*,0,8,330963620,让更多的人吸取教训，以后有防范意识，人都死了，空喊道德口号，还有什么意义？,2018-11-18 13:52:43,0,False,False,0,网易,ph,125943715,广东省清远市,0
122.238.*.*,18,1,330650629,外来流动人，真的要好好加强管理，像有前科的人员应该不能让他在随意流动,2018-11-18 00:24:21,0,False,True,0,网易,ph,0,浙江省嘉兴市,3108
114.252.*.*,0,6,330686233,好笑了，真的要撕掉这最后的遮羞布么？野蛮就在这块布的后面！好好想想。,2018-11-18 04:50:02,0,False,False,0,网易,ph,102937265,北京市海淀区,2
171.217.*.*,0,6,333678899,日本，瑞士呗。,2018-11-21 22:51:42,0,False,True,0,网易,ph,0,四川省成都市,0
112.17.*.*,0,9,331968738,吸取的教训就是中国男人不准出门,2018-11-19 20:04:56,0,False,False,0,网易,ph,60155377,浙江省,0
221.2.*.*,0,1,333307316,嫌疑人已被抓,2018-11-21 14:39:30,0,False,False,0,网易,wb,110727231,山东省临沂,0
125.71.*.*,0,2,330807846,就是这些笨蛋媒体让国人放低了警惕。,2018-11-18 10:02:01,0,False,True,0,网易,ph,0,四川省成都市,2
125.85.*.*,0,7,331620494,那如果还想活就再带个套子享受吧。。,2018-11-19 12:26:51,0,False,False,0,网易,ph,540707,重庆市,0
119.114.*.*,9,2,330652418,什么年代，还有这种思维方式。,2018-11-18 00:29:52,0,False,False,0,网易,ph,260786545,辽宁省鞍山,1601
112.10.*.*,0,13,331623041,二楼胡搅蛮缠的毫无逻辑，事实是嫌犯无缘无故杀害学成回国的女留学生，他在犯罪时和你一样的思维逻辑，在实施野蛮杀人行为时，把基本人格丢弃到一边践踏。等到罪行被发现被抓获时，跑出来扯平等的人格。你是不是还要说不该剥夺杀人犯平等享有的自由权生命权政治权？,2018-11-19 12:25:11,0,False,True,0,网易,ph,0,浙江省杭州,0
112.10.*.*,0,7,331610922,你胡搅蛮缠的毫无逻辑，事实是嫌犯无缘无故杀害学成回国的女留学生，你自己说他够不够野蛮？你还拿什么遮羞布给他遮挡？拿人格挡得住这种野蛮行为？,2018-11-19 12:12:13,0,False,True,0,网易,ph,0,浙江省杭州,0
116.226.*.*,0,1,331590537,要灭绝QJ案的发生也很容易。公开男女厕所，全改成玻璃的，大家都没胃口了。其实现在就是过度宣扬了性的舒服的一面，却不跟人民讲性肮脏的一面。,2018-11-19 11:41:08,0,False,False,0,网易,wb,569497,上海市普陀区,1
111.182.*.*,0,2,331587578,我以为是意外,2018-11-19 11:36:03,0,False,False,0,网易,ph,259430804,湖北省荆门,0
112.10.*.*,1,1,330647997,居然是谋杀,2018-11-18 00:22:48,0,False,False,0,网易,ph,42851662,浙江省杭州市,2019
116.226.*.*,0,3,331581646,如果单身女人今后都不在晚上出门了，那接下来，单身男人也就危险了。,2018-11-19 11:29:39,0,False,False,0,网易,wb,569497,上海市普陀区,1
112.41.*.*,0,1,331199869,女生失联基本都是噩耗,2018-11-18 19:57:52,0,False,False,0,网易,wb,357964,辽宁省沈阳,1
106.43.*.*,0,2,331234912,现在单身女人晚上出门危险太大了，最近接二连三的出事，小女子们要特别警惕啊！,2018-11-18 20:56:05,0,False,False,0,网易,ph,523242,贵州省铜仁,1
59.149.*.*,0,1,331124783,为什么要杀下手 穷鬼比鬼还可怕 一生都一无所有的穷鬼觉得杀了她就能拥有她 她变鬼了也只能跟着他 拥有欲就是一个骗局 这世上根本不可能拥有任何人或物 又或者人人都可以拥有任何东西 看穿这个骗局你的心可以装下世界上所有人所有财物 一切都是你的,2018-11-18 17:58:30,0,False,False,0,网易,3g,260784808,香港特别行政区,10
125.85.*.*,0,2,331158766,朋友，你是真的想得有点多。想象力不在我之下。<br>但故事的剧情其实很简单，24岁这个男人想性侵女方，女方抵抗辱骂性侵者，<br>性侵者恼羞成怒，随后杀之。。,2018-11-18 18:53:13,0,False,False,0,网易,wb,59092178,重庆市江北区,12
116.226.*.*,0,3,331571657,我觉得是个les，要她做女朋友。她取向正常，所以坚决不肯。其实同性的，更加变态，所以痛下杀手。,2018-11-19 11:14:34,0,False,False,0,网易,wb,569497,上海市普陀区,0
45.115.*.*,0,3,331309535,07年，一个人去大理洱海，走在距洱海几百米的一条林荫道上，一骑自行车的突然从身后靠近我，嘴里叫着  美女  你身材太好了，顺手就来摸我，我立刻躲避，随后又掉回头向我冲来，我急中生智 这么美的地方这么会出这种垃圾，再过来我就报警了，赶紧去掏电话，他还是吓着了，正好这时有巡逻车过来才彻底吓跑了，这还大白天的。现在晚一点我一个人绝对不会外出,2018-11-18 22:53:39,0,False,False,0,网易,ph,54290732,云南省昆明市,0
116.226.*.*,0,4,331569605,07年的美女，现在成大妈了吧。请人摸都没人响应了。后悔了吧？,2018-11-19 11:10:37,0,False,False,0,网易,wb,569497,上海市普陀区,0
39.77.*.*,0,1,331540581,要心怀善念，<br>但是一定要提防别人，<br>多用脑子啊。,2018-11-19 10:28:17,0,False,False,0,网易,wb,80491511,山东省青岛,0
117.136.*.*,0,4,331473157,你怎么知道这种事在美国的概率比中国多？你怎么确定中国很安全？看过NHK的中国光棍村纪录片吗？我在想解决中国男多女少性暴力犯罪大增的办法。你纯粹在扛，扛精一般见少识窄,2018-11-19 08:52:46,0,False,True,0,网易,ph,0,上海市,0
180.97.*.*,0,2,331028771,杭州灵隐寺以前我也一直独自去拜佛祈福，以前还是很安全的。但是中国男多女少，加上不少穷人娶不到老婆，又没有合法的性服务行业，女性会越来越不安全,2018-11-18 15:31:22,0,False,True,0,网易,ph,0,上海市,4
139.227.*.*,0,1,331002328,之前浏览器老给我推什么外国人赞美中国多么安全，是不是误导了这个留学回来的女孩,2018-11-18 14:50:01,0,False,False,0,网易,3g,383694,上海市普陀区,5
117.33.*.*,0,3,331055205,好像说的开放色情性服务行业就会变得很好一样，人渣永远是人渣，他们喜欢强迫女性的感觉，你让他花钱去合法的，你以为他会愿意？再比如米国合法，这种事的概率比中国只多不少吧？美国出的留学生失踪事件还少么，你们咋不说米国男多女少性服务不开放了？,2018-11-18 16:10:14,0,False,False,0,网易,wb,266493688,陕西省咸阳,2
103.30.*.*,0,1,330965919,很好奇谋杀案的破案率，如果犯案必死，这犯罪概率是不是高了点。,2018-11-18 13:55:05,0,False,False,0,网易,wb,1316435,浙江省杭州,1
180.97.*.*,1,2,331032540,我不知道性压抑对男人来讲是什么感觉。我猜犯罪当下那一刻，他的大脑是无法思考了,2018-11-18 15:37:34,0,False,True,0,网易,ph,0,上海市,0
117.33.*.*,0,3,331058213,性压抑有多恐怖，快别为罪犯找托词了,2018-11-18 16:14:02,0,False,False,0,网易,wb,266493688,陕西省咸阳,3
117.136.*.*,0,4,331465692,谁为罪犯找托词了？扛精,2018-11-19 08:49:03,0,False,True,0,网易,ph,0,上海市,0
114.95.*.*,0,1,331408432,好吧,2018-11-19 07:07:04,0,False,True,0,网易,ph,0,上海市嘉定区,0
112.66.*.*,0,1,331353721,进城务工男青年人群基本都是单身，他们底收入，在城里无房无车，租住廉价房子，更本就找不到女朋友，以后强奸犯会越来愈多，女性朋友最好晚上不要出门,2018-11-19 00:29:08,0,False,False,0,网易,ph,101032911,海南省三亚市,2
49.178.*.*,0,2,331399911,是约见网友还是路遇见色起意还不一定呢,2018-11-19 06:50:55,0,False,True,0,网易,3g,0,澳大利亚,0
39.186.*.*,0,1,331401037,哎……有美丽外表，没有美丽的人生！！！！！严惩犯罪分子,2018-11-19 06:44:04,0,False,False,0,网易,ph,111374949,浙江省温州市,0
1.87.*.*,0,1,331393449,男女那事儿真的有意思吗？？<br>我的理性告诉我，那只是单调的机械活塞运动而已。你对着墙练茜那个动作，还会觉得有意思吗？？<br>那么，为什么有那么多人茜欢女人、茜欢慥爱，是因为我们体内的雄性荷尔蒙。如果，如果我们用化学阉割去除掉体内的荷尔蒙，我们还会茜欢女人吗？去除荷尔蒙之茩，我们就不会再茜欢女人了。<br>大家看明白没，其实我们并不茜欢女人和单调乏味的机械活塞运动，而是体内的荷尔蒙强迫我们去茜欢，这是假茜欢，这不是我们的本意。什么是真茜欢？我们爱看电影、打游茜、爱旅游、爱音乐等等，我们茜爱这些，是出自完完全全自我的选側，这才是真茜欢。而慥爱是自我的选側吗？不是，慥爱是荷尔蒙在控制我们的大脑，不是自我的选側，这是假茜欢。<br>当你干完坏事，糟蹋了一个姑娘之茩，荷尔蒙爽完消失了，只剩下你的理智在你的脑子里懊悔。为什么荷尔蒙干的坏事，要用你的理智来替它承担一切茩果？这不公伻。<br>请用你的理智来维护你的自我意识对身体的控制权。<br>------------	<br>难道说我们都要去化学阉割吗？当然不是，我们又不是犯人，没必要去化学阉割。但荷尔蒙毕竟在我们的体内，时不时影响着我们的大脑，怎么办？好办，备好卫生纸，开电脑，点击苍老师，我们来鲁一下，把荷尔蒙释放掉，就好了。<br>看看，就这么简单，为了这点破事儿去承担坐牢的代价，儍不儍？？<br>要用我们的理智来解决自身的生理需要，而不是放任荷尔蒙控制我们的大脑铸下大错。<br>----鲁管光荣，锵奸可耻！！----<br>真正的男子汉不会欺负女生，有困难自己解决！！<br>把困难留给自己，把阳光留给女孩子们，这才是一个真正的男人。<br>-----------<br>老师：〝同学们，和老师一起大声念！！〞<br>齐声：〝我是屌丝，那又怎样，泡妞无望，鲁也无妨，只做自我，别无他想。〞----无敌鲁管王<br>-----------<br>老师：〝好了，接下来我们再来说说块播的使用方法。〞<br>同学：〝老师，块播被查封了。〞<br>老师：〝这这，这真是岂有此理！！块播芜罪！！同学们，你们要好好学茜，长大茩赚大钱当人汏代裱，提议案看片合法化，为屌丝们谋福祉，拯救夜跑的女同胞。〞,2018-11-19 06:21:00,0,False,False,0,网易,wb,636901,陕西省西安,1
1.87.*.*,0,2,331395311,还是要加强高校的鲁管教育，拯救女孩的同时，也是在挽救小伙子。,2018-11-19 06:22:14,0,False,False,0,网易,wb,636901,陕西省西安,0
1.87.*.*,0,1,331392498,蔬菜,2018-11-19 06:20:54,0,False,False,0,网易,wb,636901,陕西省西安,0
116.247.*.*,2,2,331095928,开放了就是合法职业，在工作难找，歧视女性的大环境下良家妇女也可以参与，结果就是不剩几个良家妇女了。想想你家里姐妹妻子都要去做这个合法职业，你愿意吗？,2018-11-18 17:13:20,0,False,False,0,网易,wb,486076,上海市,3
27.153.*.*,0,9,331369135,天真，性工作合法就没强奸犯了？这是找不到鸡了吗？这尼码是50块都舍不得掏的纯吊丝，穷凶极恶。,2018-11-19 01:31:07,0,False,True,0,网易,ph,0,福建省泉州,0
1.87.*.*,0,10,331394526,男女那事儿真的有意思吗？？<br>我的理性告诉我，那只是单调的机械活塞运动而已。你对着墙练茜那个动作，还会觉得有意思吗？？<br>那么，为什么有那么多人茜欢女人、茜欢慥爱，是因为我们体内的雄性荷尔蒙。如果，如果我们用化学阉割去除掉体内的荷尔蒙，我们还会茜欢女人吗？去除荷尔蒙之茩，我们就不会再茜欢女人了。<br>大家看明白没，其实我们并不茜欢女人和单调乏味的机械活塞运动，而是体内的荷尔蒙强迫我们去茜欢，这是假茜欢，这不是我们的本意。什么是真茜欢？我们爱看电影、打游茜、爱旅游、爱音乐等等，我们茜爱这些，是出自完完全全自我的选側，这才是真茜欢。而慥爱是自我的选側吗？不是，慥爱是荷尔蒙在控制我们的大脑，不是自我的选側，这是假茜欢。<br>当你干完坏事，糟蹋了一个姑娘之茩，荷尔蒙爽完消失了，只剩下你的理智在你的脑子里懊悔。为什么荷尔蒙干的坏事，要用你的理智来替它承担一切茩果？这不公伻。<br>请用你的理智来维护你的自我意识对身体的控制权。<br>------------	<br>难道说我们都要去化学阉割吗？当然不是，我们又不是犯人，没必要去化学阉割。但荷尔蒙毕竟在我们的体内，时不时影响着我们的大脑，怎么办？好办，备好卫生纸，开电脑，点击苍老师，我们来鲁一下，把荷尔蒙释放掉，就好了。<br>看看，就这么简单，为了这点破事儿去承担坐牢的代价，儍不儍？？<br>要用我们的理智来解决自身的生理需要，而不是放任荷尔蒙控制我们的大脑铸下大错。<br>----鲁管光荣，锵奸可耻！！----<br>真正的男子汉不会欺负女生，有困难自己解决！！<br>把困难留给自己，把阳光留给女孩子们，这才是一个真正的男人。<br>-----------<br>老师：〝同学们，和老师一起大声念！！〞<br>齐声：〝我是屌丝，那又怎样，泡妞无望，鲁也无妨，只做自我，别无他想。〞----无敌鲁管王<br>-----------<br>老师：〝好了，接下来我们再来说说块播的使用方法。〞<br>同学：〝老师，块播被查封了。〞<br>老师：〝这这，这真是岂有此理！！块播芜罪！！同学们，你们要好好学茜，长大茩赚大钱当人汏代裱，提议案看片合法化，为屌丝们谋福祉，拯救夜跑的女同胞。〞,2018-11-19 06:20:41,0,False,False,0,网易,wb,636901,陕西省西安,1
223.73.*.*,0,1,331051916,要保护良家妇女，开放红灯区吧。,2018-11-18 16:08:03,0,False,False,0,网易,wb,67158098,广东省广州,10
116.55.*.*,0,4,331371559,哈哈，我也有前科，我也是经济方面的。。有前科不代表这个人一无是处。。如果有暴力犯罪的前科可以限制他们自由，其他类型的犯罪不用。。。,2018-11-19 01:48:00,0,False,True,0,网易,ph,0,云南省昆明,0
111.147.*.*,0,5,331372293,经济民事都不算，一楼说的前科指有故意伤害危害公共安全刑事犯罪,2018-11-19 01:59:51,0,False,False,0,网易,ph,45376276,福建省三明市,0
183.22.*.*,14,2,330690734,我叼死你，我也有前科。各人的犯罪心理都不一样，比如说我，我为钱犯罪，但是在为钱的前提下我绝不会伤及无辜，确实不成只好放弃。打工是不可能的打工的，这辈子都不可能打工,2018-11-18 06:15:20,1,False,False,0,网易,ph,75774546,广东省东莞,1227
116.55.*.*,0,1,331367911,又是太平天国干的！,2018-11-19 01:33:11,0,False,True,0,网易,ph,0,云南省昆明,0
123.156.*.*,0,1,331343391,河南安徽广西四川贵州云南败类集中地！,2018-11-18 23:54:32,0,False,False,0,网易,ph,118226699,浙江省金华市,2
27.153.*.*,0,2,331365949,穷山恶水，人穷志短，穷凶极恶。不是全部，但绝对是大概率。,2018-11-19 01:27:24,0,False,True,0,网易,ph,0,福建省泉州,2
123.97.*.*,0,2,331364847,现在是六千万,2018-11-19 01:12:59,0,False,True,0,网易,ph,0,浙江省台州,1
122.158.*.*,0,1,331343779,当官的146个情妇，屌丝一个都没有，3000万差距到底是真的还是假的？故意宣传的？当然强奸是肯定不应该。我只是说为啥强奸的这么多[疲惫],2018-11-18 23:57:51,0,False,True,0,网易,ph,0,黑龙江省大庆,7
116.26.*.*,0,1,331363121,操，为什么会频繁的出现这种案件？,2018-11-19 01:00:04,0,False,True,0,网易,ph,0,广东省汕头市,10
172.58.*.*,0,1,331362345,女孩一个人真胆大,2018-11-19 00:56:20,0,False,True,0,网易,ph,0,美国,2
60.178.*.*,0,4,330793568,大叔你贵庚啊，我们浙江以前治安很好的,2018-11-18 09:38:54,0,False,True,0,网易,ph,0,浙江省宁波,0
60.10.*.*,0,5,331342946,哈哈，跟你开玩笑的，我28，就是不知道你多大了，你十八岁的时候是多少年以前？,2018-11-18 23:54:21,0,False,False,0,网易,ph,51864371,河北省廊坊,1
222.89.*.*,0,2,331340675,叔叔决定加大扫黄力度！！,2018-11-18 23:51:21,0,False,True,0,网易,ph,0,河南省信阳市,0
183.159.*.*,0,1,330776900,浙江建立边境 非浙江户籍 逗留不能超过7天 一年只能入境2次 否则驱逐出境,2018-11-18 09:16:50,0,False,False,0,网易,ph,56977049,浙江省杭州,24
223.67.*.*,1,2,330778847,浙江也别到别的省来，超过2天祛除出去,2018-11-18 09:18:01,0,False,False,0,网易,3g,401518,江苏省淮安,30
119.129.*.*,0,13,331018186,劳资支持一楼，广东也应该学学，太多外省乡下捞仔捞妹跑来广东饭醉搞到广东乌烟瘴气，特别是把贺兰、冬被、蝴蓝这三大民工和醉饭芬子输出地的人禁止出省，保证荃郭饭醉率降大半。,2018-11-18 15:13:32,0,False,False,0,网易,wb,619344,广东省广州,0
220.170.*.*,0,14,331330587,嗯，广东女人的高级是国际范，国外一般从事失足行业的大部分都是广东人，包括男的。,2018-11-18 23:30:59,0,False,False,0,网易,wb,259419157,湖南省株洲,0
180.97.*.*,0,1,331327067,希望重判!,2018-11-18 23:22:17,0,False,False,0,网易,ph,261347830,辽宁省大连市,1
42.231.*.*,0,5,331271622,不是你幸运，而是那时坏人少,2018-11-18 21:58:18,0,False,True,0,网易,ph,0,河南省安阳市,0
1.196.*.*,0,6,331289722,时代造就出了特别多的、不同的人生和事物,2018-11-18 22:23:18,0,False,False,0,网易,ph,121792490,河南省信阳,0
100.75.*.*,0,12,331282917,百度云南驼鸟肉。更可怕,2018-11-18 22:13:53,0,False,False,0,网易,ph,186622,共享地址,0
101.106.*.*,0,11,331248861,如果女人穿的和济公一样，犯罪率会直线下降,2018-11-18 21:21:14,0,False,True,0,网易,ph,0,黑龙江省哈尔滨,1
115.61.*.*,0,1,331280028,病入膏肓,2018-11-18 22:06:02,0,False,False,0,网易,wb,264964539,河南省济源,2035
36.23.*.*,0,3,331277342,本人也外地人，，感觉一楼说的对，偷抢案件100%是外来人员，其他案件不清楚。,2018-11-18 22:03:28,0,False,False,0,网易,ph,118399780,浙江省,0
113.135.*.*,0,2,331273885,单身男人在那里也很危险哦,2018-11-18 21:59:49,0,False,False,0,网易,ph,533854,陕西省西安市,1
100.122.*.*,1,4,331260395,这是一个问题，不怪社会怪女人。一个男人如果穿着名牌有钱人，被人抢劫了，是这个男人不懂事，不知道财不外露的道理吗?结果到女人，在僻静的地方跑步，原来也是罪。还好这个女的穿的挺多的，要是穿的暴露点，估计网上都要一片骂声了。,2018-11-18 21:36:09,0,False,False,0,网易,wb,7399374,共享地址,1
183.209.*.*,0,5,331273560,这种随机作案，就是个体的行为，，，到哪都有可能遇上的。,2018-11-18 21:57:35,0,False,False,0,网易,wb,389416,江苏省南京,1
106.45.*.*,0,1,331269964,我家门口三个大公园 一个体育馆 我一个人都不敢去夜跑 这种事情看多了 胆子越小了 还是去去健身房吧 年底了大家注意安全啊,2018-11-18 21:52:44,0,False,False,0,网易,ph,61295968,宁夏回族自治区银川,0
180.97.*.*,0,1,331266694,中国破案快，美国破案慢,2018-11-18 21:50:43,0,False,False,0,网易,ph,261244922,江苏省扬州,1
223.104.*.*,0,1,331261674,如果是因被性侵而遇害。鉴于近年隔三差五就出这样的事情，掌柜的应该好好反省，究竟是堵还是疏更现实。,2018-11-18 21:43:10,0,False,True,0,网易,ph,0,广东省广州市,2
219.231.*.*,0,6,331254908,跑到天津搬砖的底层狗就以为自己是天津人？丢人现眼,2018-11-18 21:32:32,0,False,True,0,网易,ph,0,山东省威海市,2
36.23.*.*,0,2,330706920,不要拉仇恨。。。,2018-11-18 07:17:04,0,False,True,0,网易,ph,0,山西省太原市,1
39.170.*.*,4,1,330652011,果然，非浙江人做的案子,2018-11-18 00:23:05,0,False,True,0,网易,ph,0,浙江省绍兴市,905
111.167.*.*,0,5,331252379,滚他妈的浙江臭笨蛋！王八蛋操的没人教没人管的玩意！一群臭狗屎！,2018-11-18 21:22:34,0,False,True,0,网易,ph,0,天津市红桥区,0
112.32.*.*,0,4,331255503,几年前跑滴滴的时候晚上十点有一单跑到了龙井村那，全是山，准备回城的时候接了一单，几个人在一个小私人茶馆喝醉了要我把车放那，把他们的车开下去然后再打车回来拿车，加我2百，我同意了，等回来时出租车都不愿去，好不容易打到车回去，结果找不到放车的地方了，明明看定位就在跟前，可是就是过不去，这时候已经十二点多了，结果越绕越远，经过一个村子几条野狗跟着我，跟狼一样，后来不知怎么的绕到茶叶博物馆那边，又绕了好远突然看见了小道弯弯曲曲下去以后找到了车，那时候已经快凌晨4点了 T_T,2018-11-18 21:31:57,0,False,True,0,网易,wb,0,安徽省,2
222.74.*.*,0,3,330663389,我就纳闷，经常看到很多年轻的单身女子，戴着耳机，一个人，就喜欢往僻静的地方散步,2018-11-18 01:10:17,0,False,False,0,网易,ph,125943715,广东省清远市,638
114.245.*.*,1,2,331035541,男女比例失调加上色情业非法就是这个后果，只会越来越严重。重罚根本起不到作用，就像明朝对贪官剥皮，还不是个个贪。,2018-11-18 15:41:42,0,False,False,0,网易,wb,40609518,北京市朝阳区,5
117.9.*.*,0,3,331257422,现在你剥皮试一试，马上绝迹！可惜执行不了，本国有阻力，欧美人权也不同意呀！,2018-11-18 21:30:10,0,False,False,0,网易,ph,1307620,天津市河西区,1
100.75.*.*,0,12,331250970,都告诉我多安全。不告诉我们有危险。害死人呀。大家百度下云南驼鸟肉 。大家心里更害怕。从来都没有新闻报道过,2018-11-18 21:26:45,0,False,False,0,网易,ph,186622,共享地址,0
117.33.*.*,0,3,331054806,无稽之谈，好像说的开放色情性服务行业就会变得很好一样，人渣永远是人渣，他们喜欢强迫女性的感觉，你让他花钱去合法的，你以为他会愿意？再比如米国合法，这种事的概率比中国只多不少吧？美国出的留学生失踪事件还少么，你们咋不说米国男多女少性服务不开放了？,2018-11-18 16:11:35,0,False,False,0,网易,wb,266493688,陕西省咸阳,10
113.12.*.*,0,4,331246411,最有震慑力的是破案率，有监控的地方小偷会少点，没监控的地方小偷会多点，有监控的地方和没监控的地方抓到小偷处罚都是一样的，但是基于破案率（就是小偷的成功率）不同，案件的发生也会不同。为什么还是那么多命案发生，是因为命案的破案率（或者结案率）还是比较低，有不清楚嫌疑人的，长期抓捕不到嫌疑人的，所以虽然是死刑，还是很多人有侥幸心理，都认为自己会是这幸运的这一个。,2018-11-18 21:13:05,0,False,False,0,网易,wb,748486,广西壮族自治区南宁,0
222.64.*.*,0,2,331246228,你以为地域歧视是平白无故来的？,2018-11-18 21:12:12,0,False,True,0,网易,wb,0,上海市闵行区,0
223.104.*.*,0,3,331245036,那年代过来的都这样，没人管就像死了娘一样，不知所措[大笑],2018-11-18 21:10:57,0,False,False,0,网易,ph,2439667,广东省深圳市,0
112.64.*.*,0,16,331233892,谁生产？,2018-11-18 20:57:59,0,False,False,0,网易,ph,57419857,上海市青浦区,0
114.252.*.*,1,15,331153716,呵呵禁止浙江两广这些省份的商品卖给北方西部,2018-11-18 18:45:51,0,False,False,0,网易,wb,902272,北京市海淀区,0
39.182.*.*,0,1,331233636,可怜约孩子，出门小心,2018-11-18 20:55:58,0,False,True,0,网易,ph,0,浙江省台州市,0
124.160.*.*,0,15,331228301,我期待美帝给老子发枪,2018-11-18 20:42:28,0,False,True,0,网易,ph,0,浙江省,0
30.107.*.*,2,14,331074246,没有外地人，沿海真的发展不起来，你们哪来的底气？时局动荡之时你们只能往中西部跑，沿海城市要么投降要么被摧毁，不相信你们会打巷战[狗],2018-11-18 16:40:58,0,False,False,0,网易,ph,57419857,美国,1
122.158.*.*,0,1,331215203,当官的146个情妇，屌丝一个都没有，3000万差距到底是真的还是假的？故意宣传的？当然强奸是肯定不应该。我只是说为啥强奸的这么多[疲惫],2018-11-18 20:19:23,0,False,True,0,网易,ph,0,黑龙江省大庆,12
223.104.*.*,0,1,331209513,陕西省咸阳市礼泉县南坊镇孙家嘴村孙璐璐（男的起的女的名字）利用借钱的方式行骗 骗了钱就跑路 联系方式拉黑 问他要还说没钱你能拿我怎么办 无耻至极 认识他的人远离他 以防上当受骗,2018-11-18 20:14:06,0,False,False,0,网易,ph,263104080,江苏省南京市,0
117.136.*.*,1,2,330690206,你浙江人口就是高大上，没有其他几省支援你建设，你会用今天的成就吗，有本事全部禁止外来人口进入啊，保证你浙江经济立马下滑,2018-11-18 05:53:50,0,False,False,0,网易,3g,82279774,江苏省,1
14.116.*.*,0,4,330690687,包容的是正常人，不是广西强碱犯,2018-11-18 06:14:13,0,False,False,0,网易,3g,60200212,广东省深圳,1
117.181.*.*,1,5,331192747,難道廣西的正常人不多？在廣西一樣有廣東人犯罪，你的優越感從何而來？雖然我也是廣東人後裔[狗][狗],2018-11-18 19:48:40,0,False,False,0,网易,ph,96166271,广西壮族自治区南宁,1
106.17.*.*,0,1,331182382,为高效点赞，为悲剧默哀。,2018-11-18 19:29:13,0,False,False,0,网易,ph,31307104,湖南省,0
120.239.*.*,0,1,331176920,这女人估计是做鸡的吧,2018-11-18 19:22:02,0,False,False,0,网易,wb,261129333,广东省湛江,2
117.136.*.*,0,3,331162396,一楼觉得他自己菊花香。。。，，，，，，,2018-11-18 18:58:05,0,False,False,0,网易,3g,127556461,广东省深圳,0
